Cleaned_Text,Any_Hate,IsToxic,IsAbusive,IsThreat,IsProvocative,IsObscene,IsHatespeech,IsRacist,IsNationalist,IsSexist,IsHomophobic,IsReligiousHate,IsRadicalism
dirtbags including cnn,True,True,True,False,False,False,False,False,False,False,False,False,False
protester throwing stuff reporter,False,False,False,False,False,False,False,False,False,False,False,False,False
guy got hard,False,False,False,False,False,False,False,False,False,False,False,False,False
watched kept muttering shoot shoot pull trigger rubber bullet hurt like mfer,True,True,True,False,True,False,False,False,False,False,False,False,False
send france,False,False,False,False,False,False,False,False,False,False,False,False,False
fun fact live ammo gun rubber slug,False,False,False,False,False,False,False,False,False,False,False,False,False
fucking brain dead let nazi police scum bag take,True,True,True,False,True,False,False,False,False,False,False,False,False
dis furgusun de unitid stateth murka retard start violent protest try pawn state lie cop arrive,True,True,True,False,True,False,False,False,False,False,False,False,False
god bless police,False,False,False,False,False,False,False,False,False,False,False,False,False
usa land free baby hahahaha people living usa thankful everyday worse country earth,True,True,False,False,False,False,True,True,True,False,False,False,False
virginia,False,False,False,False,False,False,False,False,False,False,False,False,False
wow need get shit straight never weapon pointed one vid ready position due riot understandable course action one know anything,False,False,False,False,False,False,False,False,False,False,False,False,False
dumber people earth american,True,True,False,False,False,False,True,True,True,False,False,False,False
screw price crap think cool disrespect american flag,True,True,True,False,False,False,False,False,False,False,False,False,False
shoot first ask question later hahahahahaha,True,True,True,False,True,False,False,False,False,False,False,False,False
police army,False,False,False,False,False,False,False,False,False,False,False,False,False
shot,True,True,True,False,True,False,False,False,False,False,False,False,False
true dictatorship let wait check coutries start sanctioning government guess none country usa corrupted country world except russia china,True,True,True,False,True,False,False,False,False,False,False,False,False
point think cop point gun know told something provoked,False,False,False,False,False,False,False,False,False,False,False,False,False
techno party,False,False,False,False,False,False,False,False,False,False,False,False,False
awesome job law enforcement send disrupt tear islamic extremist radical america thanks,True,True,False,False,False,False,True,False,False,False,False,True,False
bad weapon discharged,True,True,True,False,True,False,False,False,False,False,False,False,False
obama show ho face city yet supported sad,False,False,False,False,False,False,False,False,False,False,False,False,False
wait rioting people standing boredly sidewalk guy gun middle traffic,False,False,False,False,False,False,False,False,False,False,False,False,False
police cleaned mess quick nice,True,True,True,False,True,False,False,False,False,False,False,False,False
find satisfying reason,True,True,True,False,True,False,False,False,False,False,False,False,False
confederation ill back,False,False,False,False,False,False,False,False,False,False,False,False,False
gun use rubber bullet stupid russian news channel,True,True,True,False,False,False,False,False,False,False,False,False,False
perfect police,False,False,False,False,False,False,False,False,False,False,False,False,False
protester suck,True,True,True,False,False,True,False,False,False,False,False,False,False
rocket launcher take care lightly armored vehicle lol,True,True,True,False,True,False,False,False,False,False,False,False,False
bad riot shotgun loaded live round,True,True,True,False,True,False,False,False,False,False,False,False,False
time test police gun fire fire,True,True,True,False,True,False,False,False,False,False,False,False,False
buy ak47 shoot usa copa,True,True,True,True,False,False,False,False,False,False,False,False,False
ah beautiful,True,True,True,False,True,False,False,False,False,False,False,False,False
kill protester,True,True,True,True,False,False,False,False,False,False,False,False,False
think guy profiting standoff caring one side,False,False,False,False,False,False,False,False,False,False,False,False,False
blue life let matter send blm commie street,True,True,False,False,False,False,True,True,False,False,False,False,False
cop protester steal destroy thing solving shit,True,True,True,False,False,True,False,False,False,False,False,False,False
see impose gunlaws fact even machine gun people could anything police car body protection like tank wanted say,False,False,False,False,False,False,False,False,False,False,False,False,False
shit serving medium concocts story white cop kill innocent black teenager bullshit get black community arm burn shit story useless talking head get front camera least week see black white crime reported news national attention federal involvement wtf black men need stand father stop looking excuse fuck yall yall,True,True,True,False,False,True,True,True,False,False,False,False,False
video actually happen simply trying smear young man image wanted rapper stole cigar nothing side video deserves death sentence also released new video officer wilson showing injury show officer wilson truthful incident perhaps need wait detail post bias video going post video make sure accurate mention friend criminal stated brown giving black white witness nothing incident stated hand surrendering wilson shot,False,False,False,False,False,False,False,False,False,False,False,False,False
funny thing government trusted judge fucking disgusting,True,True,True,False,True,False,False,False,False,False,False,False,False
relevance marijuana autopsy show entry wound spread body close range spread would tight hitting region likely chest area long range spread would dispersed see report wound underside arm exposed arm raised gesture peace ie hand empty away body pose plus powder burn body far away,False,False,False,False,False,False,False,False,False,False,False,False,False
know crazy actually came across video bitcoin trying learn knew looked familiar took time look mike brown personal profile specifically soundcloud think guilty representing wrong light maybe stealing still deserve die fact white people like continued insinuate ridiculous show clear lack empathy sympathy seems like animal think especially offensive looking back video 3 year later rnb black culture biggest thing medium still dont understand perspective say trayvon martin making lean video show ignorant truly well sprite fanta carbonated drink used making lean tea,True,True,False,False,False,False,True,True,False,False,False,False,False
stefan like standup darren wilson though side event lose integrity give clean chit considering incompetent ferguson police turning,False,False,False,False,False,False,False,False,False,False,False,False,False
typical mindset white people white people deserved say people like sean hannity feuling fire prejudice racism let people influence want race war start marshall law,True,True,False,False,False,False,True,True,False,False,False,False,False
perform basic snatch grab robbery local convenience store turn strong arm robbery immigrant midget store clerk less 30 minute later get lit yahoo cop told get fuck middle road proceeded recognized fitting description assailant came radio talk mutherfuckin karma stealing shit warrant deadly force karma bitch fuck ability control direct measure decree ai mutherfucker put pant one leg time sure,True,True,True,False,False,True,False,False,False,False,False,False,False
sad watch youtube video get non biased report going ferguson thank,False,False,False,False,False,False,False,False,False,False,False,False,False
dude sure seems know good bit smoking weed hmmm according clown black man somewhat gang side factual based photo justified murder unarmed human ok,True,True,True,False,False,True,False,False,False,False,False,False,False
injury cop get treated,False,False,False,False,False,False,False,False,False,False,False,False,False
wonder big crater thug brown made street met final shot melon get sew blm truth fact shit kitchen get right direction toilet,True,True,True,False,False,True,True,True,False,False,False,False,False
stefan fan river,False,False,False,False,False,False,False,False,False,False,False,False,False
corrupt police harmed safe defend self fighting back shooting dead get ready cause catalyst fact catalyst pot boiling many year generation bring equalizer door step also purge feel effect,True,True,True,True,True,False,False,False,False,False,False,False,False
shocking truth come light,False,False,False,False,False,False,False,False,False,False,False,False,False
clearly racist shrill canadian vegatable plant life box ivory snow truly know nothing negro race,True,True,True,False,False,False,False,False,False,False,False,False,False
guy love guy spends 10 minute telus roll blunt,False,False,False,False,False,False,False,False,False,False,False,False,False
taser gun need,False,False,False,False,False,False,False,False,False,False,False,False,False
stefan molyneux sir dumbest smart guy ever researcher research enitre history blackman america understand thing way detachted reality comical,True,True,True,False,False,False,False,False,False,False,False,False,False
yeah course go college money come pel majority negro drop half way semester,False,False,False,False,False,False,False,False,False,False,False,False,False
white folk always asked would cop something could ruin career answer know get away know chief fellow cop cover know white folk asshole like make excuse slim none chance trial kind always acquit,False,False,False,False,False,False,False,False,False,False,False,False,False
black want respect speak act dress like huxtable family want treated prejudice speak act dress like known gangster steal thing act like street,True,True,False,False,False,False,True,True,False,False,False,False,False
leaving information giving police report ask info lying omission outright lying omitted information stupid lawyer,True,True,True,False,False,False,False,False,False,False,False,False,False
micheal brown asked got think shot black racist,False,False,False,False,False,False,False,False,False,False,False,False,False
ok dipshits care 7 foot tall 600 pound call backup use pepper spray use baton use taser wait backup use gun saying go monkey blindfold hand tied behind back anyways preliminary autopsy showed shot 4 time less lethal area executed 2 gunshot wound head,True,True,True,False,False,False,False,False,False,False,False,False,False
deserved killed smoke weed like fighting throw gang sign allegedly stole cigar,False,False,False,False,False,False,False,False,False,False,False,False,False
great point thank trying calmly dissect praying truth come handle truth,False,False,False,False,False,False,False,False,False,False,False,False,False
cell phone video shown anymore get sorry message saying private,False,False,False,False,False,False,False,False,False,False,False,False,False
published aug 17 truth still uncovered know likely cant assume know entire story investigated fed going investigate pd going back year case think going know time go assuming know answer looked microscope misleading people,False,False,False,False,False,False,False,False,False,False,False,False,False
guess never done anything wrong life according analysis police right shoot six time make sure dead already dead proud officer tell everything hope child,False,False,False,False,False,False,False,False,False,False,False,False,False
look like medium come bogus clam cause division side thing question much people see truth government planing medium fueling,False,False,False,False,False,False,False,False,False,False,False,False,False
stephan ive watching quite first post truth henry kissinger would interested hearing opinion man ty,False,False,False,False,False,False,False,False,False,False,False,False,False
intellectual mature approach case black man 32 many older black men prison dead stuck matrix truthers struggling older men guide younger male often encounter police without understanding deal cop many role model come rapper advocate violence police deer caught headlight potential life death encounter racism many black people ranting hate crime clearly assaulted store clerk indicates propensity violence wilson stop pointing finger address problem black teen lack male role model said black people need address alternative dealing weaponry deal encounter race start focus solution possible violent encounter alternative see progress police ca go protest burn community retalitation police support theory brown product violent environment burning business going solve problem police department hoax,False,False,False,False,False,False,False,False,False,False,False,False,False
freaking 2014 people still racist police still awful,True,True,True,False,False,False,False,False,False,False,False,False,False
get shot 3 time inside right arm palm hand hand surrender position consistent charging officer consistent eye witness account said surrendering,False,False,False,False,False,False,False,False,False,False,False,False,False
great video although wish would focused shit police thing keeping rioter supporter complete idiot,True,True,True,False,False,True,False,False,False,False,False,False,False
going already viewed police u,False,False,False,False,False,False,False,False,False,False,False,False,False
thug going college black people always cry american indian see one cry,True,True,False,False,False,False,True,True,False,False,False,False,False
guy get high lot,False,False,False,False,False,False,False,False,False,False,False,False,False
michael brown 13th person shot week u others notice almost share something common http,False,False,False,False,False,False,False,False,False,False,False,False,False
character matter killed hand damn could arrested kill fuck let oj get away murder kill boy stealing cigar,False,False,False,False,False,False,False,False,False,False,False,False,False
bullshit best place live america completely liberal worst place live america overwhelmingly republican fact jack,True,True,True,False,False,True,False,False,False,False,False,False,False
internet trolling time high,False,False,False,False,False,False,False,False,False,False,False,False,False
want shoot hardly wait till one kid get trouble police get killed,True,True,True,False,True,False,False,False,False,False,False,False,False
another great video thanks putting one right away thinking thru usual sad young turk channel went cliche everything without thinking made look like bunch hypocrite,False,False,False,False,False,False,False,False,False,False,False,False,False
blunt addiction tobacco blunt keep calling another play race card,False,False,False,False,False,False,False,False,False,False,False,False,False
cop need given wide latitude self defense considering threat face incapacitated high chance executed dam seems care shit,True,True,True,False,False,True,False,False,False,False,False,False,False
since know never held hand anyone raise hand show police ferguson racist scumbag watch tv count lot racist scumbags,True,True,False,False,False,False,True,True,False,False,False,False,False
drug,False,False,False,False,False,False,False,False,False,False,False,False,False
interesting informative,False,False,False,False,False,False,False,False,False,False,False,False,False
hoax,False,False,False,False,False,False,False,False,False,False,False,False,False
also love show picture brown angel tug,True,True,False,False,False,False,True,True,False,False,False,False,False
hear guy saying policeman stated 31 year service 8 officer died weapon one shoot execution style whatever fuck officer wilson let 300 pound guy run 150ft big run fast assume take ft tell brown freeze shoot b way tell,True,True,True,False,True,True,False,False,False,False,False,False,False
black young woman like stefan think need people like country,False,False,False,False,False,False,False,False,False,False,False,False,False
death ti white devil,True,True,False,False,False,False,True,True,False,False,False,False,False
major difference zimmerman case one shooter zimmerman name withheld taken custody news medium able document zimmerman injury immediately case handled horribly lack immediate transparency even everything true po questioned also community history police abuse missing video alleged abuse occurred response medium peaceful protester also showed complete lack understanding escalation unlike authority dealing potential zimmerman looting riot pd case attacked protester rather station near looting target protect business criminal always take opportunity distraction like storm blackout protest loot authority know know great propaganda protester seen cause looting rather pd failed protect business also illustrates 2nd amendment valuable business owner depended pd protection got looted business owner depended right bear arm looted,False,False,False,False,False,False,False,False,False,False,False,False,False
michael brown positively identified assailant store supposed robbery darren wilson aware robbery time encounter clearly racist unsubscribing,False,False,False,False,False,False,False,False,False,False,False,False,False
need search youtube actual cnn doctored audio michaelbrown shooting cnn caught changing,False,False,False,False,False,False,False,False,False,False,False,False,False
informative really appreciate video,False,False,False,False,False,False,False,False,False,False,False,False,False
forgot add timeline suspect also assaulted owner store threatens,False,False,False,False,False,False,False,False,False,False,False,False,False
great video cogent fair unfortunately cognitive dissonance confirmation bias taken hold whole discussion breath fresh air thank stefan,False,False,False,False,False,False,False,False,False,False,False,False,False
couple thing missed side argument firstly yes guy dead dead crime scene course cover body secondly officer seems called incident based multiple source odd addition make excuse strong armed robbery understand money weed need rob cigar regardless excuse getting shot street even ignore eyewitness account assume lying 6 shot blatantly excessive lastly admit rapping law mentioned rapped law thing come close smoking marijuana course legal state getting fight teenager always,False,False,False,False,False,False,False,False,False,False,False,False,False
one part hard believe guy ran officer shot drug know would illicit type behavior pcp,False,False,False,False,False,False,False,False,False,False,False,False,False
crazy everyone like video actually watching video 38 min video 39 min long lol,False,False,False,False,False,False,False,False,False,False,False,False,False
update apologize fair report,False,False,False,False,False,False,False,False,False,False,False,False,False
honestly believe mike brown actually trying take cop gun cop sitting car would stupid think kid would charge someone pointing gun beast high high could mike go store everything else easily epic fail sir make officer take toxicology test officer obviously scared going use weapon per intimidated mike size officer know mike stolen anything told dispatcher knew nothing shooting area get fact straight please,True,True,True,False,False,False,False,False,False,False,False,False,False
care mike brown bullshit clearly understood youtube guy racist dumb point hold little water full hate lies100,True,True,True,False,False,False,False,False,False,False,False,False,False
police car far away body officer realy good shot assaulted b wake believe deluded start vid pointing medium portrayed gentle giant go use similar tactic discredit mb ref pot making rap music guy making vid dad would leave town ever,False,False,False,False,False,False,False,False,False,False,False,False,False
focus happened officer confronted brown lead death nothing else matter focus,False,False,False,False,False,False,False,False,False,False,False,False,False
dear grindahz aka pot called kettle black spelling list week 1 whether weather way weigh ferguson stupid hypocrite stay tuned grammar lesson 1 punctuation lesson 1,False,False,False,False,False,False,False,False,False,False,False,False,False
one thug named brown rushed cop frown six bullet later met creator homies burn town,True,True,True,False,True,False,True,True,False,False,False,False,False
lmao read dude rap best part,False,False,False,False,False,False,False,False,False,False,False,False,False
stef agree fact case grey however realize cop getting caught act unjustified violence daily base getting caught video writing narrative brutality thuggery public tolerate longer police brutality recording police dangerous necessary,False,False,False,False,False,False,False,False,False,False,False,False,False
watched zimmerman case video full shit smell hate seeping bringing rap music listens nothing make charcter look foolish dangerous possible ever want respond fuck az well go much effort destroy mike brown character bringing smoking habit nothing got shot tone perfectly chosen word use really make brown look like unstable look much detail u went trhu slay brown character,True,True,True,False,False,True,False,False,False,False,False,False,False
remember looting stealing black purely gain free name mike excuse good concise introspective folk live follows perfectly white guilt em rollin,True,True,False,False,False,False,True,True,False,False,False,False,False
pant loot,False,False,False,False,False,False,False,False,False,False,False,False,False
call researcher plan examine fact yet mention bullshit rumour trayvon martin iced tea skittle fact speculation victim blaming actually stop trying pretend yo examining fact,True,True,True,False,True,False,False,False,False,False,False,False,False
bottom line michael brown drug addict criminal violent criminal anyone feel bad got killed unless criminal,True,True,True,False,False,False,False,False,False,False,False,False,False
want know shot back front pretty much tell story shot back none rest matter,False,False,False,False,False,False,False,False,False,False,False,False,False
hahahahaha molyneux reciting rap lyric intense,False,False,False,False,False,False,False,False,False,False,False,False,False
deadly force fine line im either side brutal there winning,False,False,False,False,False,False,False,False,False,False,False,False,False
michael brown much research see opinion man dangerous enough rob store without weapon dangerous criminal anything gentle giant proof show brown attacked wilson peace officer beginning race issue government medium created race issue attack constitutional right anything,False,False,False,False,False,False,False,False,False,False,False,False,False
thinking getting bunch fact lean made skittle iced tea wilson know robbery video bunch poppy cock thank wasting time,True,True,True,False,True,False,False,False,False,False,False,False,False
take medical cannabis guy liked couple face book fighting page mean necessarily aggressive,False,False,False,False,False,False,False,False,False,False,False,False,False
lol trayvon online name nolimitnigga people got mad piece human trash like got shot,True,True,True,False,True,False,True,True,False,False,False,False,False
oh brown armed two big muscular arm,False,False,False,False,False,False,False,False,False,False,False,False,False
time reported brown approached officer officer engaged young men brown ran away officer reported fired flight inconsistent would turned confront cop already hit one bullet might like black folk listen spin video given weight eye witness report video discredit dead young man,False,False,False,False,False,False,False,False,False,False,False,False,False
nicely done,False,False,False,False,False,False,False,False,False,False,False,False,False
stefan molyneux wilson drive multifple story therefore deserve fair trial wilson law enforcer firm happened would good wilson speaks truly respect officer talk public seems hiding,False,False,False,False,False,False,False,False,False,False,False,False,False
people saying cop justified here new video witness saying mr brown hand http,False,False,False,False,False,False,False,False,False,False,False,False,False
big problem case much shooting michael brown militarized police response primarily peaceful protester police suppression medium coverage,False,False,False,False,False,False,False,False,False,False,False,False,False
yea fuck store clerk dare try job,True,True,True,False,True,True,False,False,False,False,False,False,False
info put mike nobody bringing fact darrin wilson tested positive illegal mood altering non prescription steroid post shooting toxicology test one also wonder info given grand jury doubtful,False,False,False,False,False,False,False,False,False,False,False,False,False
great vid,False,False,False,False,False,False,False,False,False,False,False,False,False
real question need asked would mike brown rush cop already drawn weapon already shot way answer show true color think black male would disregard life kill cop escalate punishment probation petty theft death penalty killing cop utterly absurd truly believe someone going start college next week would sorry racist,False,False,False,False,False,False,False,False,False,False,False,False,False
another useless negro could barely pas high school glad shot dead street like,True,True,False,False,False,False,True,True,False,False,False,False,False
moving thought,False,False,False,False,False,False,False,False,False,False,False,False,False
police concentrate investigation people called misbehaving hope investigation get cancelled behave let police work everyone say guy committed suicide cop attacking police first place clear disrespect police way,True,True,True,False,True,False,False,False,False,False,False,False,False
lmfao,False,False,False,False,False,False,False,False,False,False,False,False,False
man stefan,False,False,False,False,False,False,False,False,False,False,False,False,False
100 agree people arm need find information rioting thinking getting high drug robbing store carelessly walking middle street screaming cop attacking reaching gun unarmed mention size either people gullible find funny race racist black racist white every single time someone racist black person everyone throw hand get pissed white people racist person want sit everyone belief white people racist people happened past make sick think grow generation,False,False,False,False,False,False,False,False,False,False,False,False,False
true police originally said robbery nothing stop claiming noticed cigar,False,False,False,False,False,False,False,False,False,False,False,False,False
thank yet another sobering analysis stefan amount bias deception left mainstream medium insane,False,False,False,False,False,False,False,False,False,False,False,False,False
stefan molyneux please explain inquiry handling subsequent unrest circular language game pretty simple straightforward question seem avoiding unnecessarily hostile manner justification militaristic response looting would official handling situation decide initially block access area medium family member life area attest unprofessionalism hostility law enforcement handling early incorrect info please direct toward fact regarding still understand went straight attacking respect logic willing share thank advance hopefully wont continue insult whatever reason chose,False,False,False,False,False,False,False,False,False,False,False,False,False
race much news article got national medium attention last week http,False,False,False,False,False,False,False,False,False,False,False,False,False
look like gentle giant video robbing stealing look like another disgusting thieving thug,True,True,True,False,False,False,True,True,False,False,False,False,False
omg stefan rap hysterical anyway good news guess know whatshisname douche deserved die premptive strike made officer darren wilson huzzah another trash taken street probably cure disease rather treat symptom though disease ignorance community lower class getting poverty isnt easy starting point isnt easy still feasible right amount drive,True,True,True,False,True,False,False,False,False,False,False,False,False
god look raw footage shocking ferguson riot watch see guy god hd,False,False,False,False,False,False,False,False,False,False,False,False,False
molyneux hate black much actually surprised bloody british people conquered u absolutely nothing freedom gain decade go hate u pale one would wonder mother black woman,True,True,False,False,False,False,True,True,True,False,False,False,False
educated dumb assss rap rap real people like dispise,True,True,True,False,False,False,False,False,False,False,False,False,False
seriously youtube go fuck find comment android phone want reply course ca scroll copy paste posting comment android device fucking almost 2015 technology able handle mountainous task hop computer try looking goddamned comment course comment system youtube beyond fucked searching comment completely impossible hour later still ca find fucking thing search string read click every single stupid fucking comment expand search piece comment want find phrase remember click every fucking view xxx comment expand miracle christ alfuckingmighty actually found piece shit comment moron would even matter replied inbred troglodytic fucknut anyway automatically scroll 200 page comment right clicked reply could copy paste quote without scroll hour god forfuckingbid reply box right underneath actual comment replying,True,True,True,False,True,True,False,False,False,False,False,False,False
stefan excellent obviously better understanding event surrounding unfortunate event call unfortunate officer wilson life destroyed job fear police hesitate finding rapidly growing situation thank honest dissertation tom kelver seek help go back school get drug,True,True,True,False,False,False,False,False,False,False,False,False,False
gentle giant seems robbed store later assaulted armed police officer much school boy look hoping thug life come high price,True,True,False,False,False,False,True,True,False,False,False,False,False
bullshit stef police officer pepper spray stun gun number method immediate disposal real question version event hold true gun first option officer went,True,True,True,False,False,False,False,False,False,False,False,False,False
better society greater good michael brown went rail got ushered college life athletic scholarship became brown killer like became found civilly liable,True,True,False,False,False,False,True,True,False,False,False,False,False
video would interesting stefan taking clothes sexy case really hard understand would cop good record 3 year service shoot teenager hand witness friend lied started protest snowball effect ensued watch video store show brown aggressive hard believe evidence made huge error judgement fighting police officer,False,False,False,False,False,False,False,False,False,False,False,False,False
awnser question aim leg,False,False,False,False,False,False,False,False,False,False,False,False,False
people talking stupid subject care blue purple cousin killed drunk african driver left die go local news see rioting outside sorry michael family truly everyone loos someone people get violent people post think people,False,False,False,False,False,False,False,False,False,False,False,False,False
dude commits 3 felony including assaulting police officer shot killed serious race riot distract fact cop job case closed justice served street day,False,False,False,False,False,False,False,False,False,False,False,False,False
difference color skin people still say,False,False,False,False,False,False,False,False,False,False,False,False,False
gentle gentl giant,False,False,False,False,False,False,False,False,False,False,False,False,False
http youtube research come across information white construction worker witnessed mike brown shot hand,False,False,False,False,False,False,False,False,False,False,False,False,False
stefan ever victim police discrimination game white supremacy deny involvement play victim black complain never fails watch comment,True,True,False,False,False,False,True,True,False,False,False,False,False
well ya go young white man killed say black cop medium outcry almost medium anything search http,False,False,False,False,False,False,False,False,False,False,False,False,False
fact prove thug,True,True,True,False,False,False,False,False,False,False,False,False,False
michael brown asian name would dindu nuffin wong,True,True,False,False,False,False,True,True,False,False,False,False,False
luv dem gangzta lyreks,False,False,False,False,False,False,False,False,False,False,False,False,False
good balanced unbiased video story sad smh,False,False,False,False,False,False,False,False,False,False,False,False,False
hey last week kansa city mo black man snuck retirement housing broke house beating 80 year old couple death went outside attempted hot wire antique car three neighbor came howell afro american took 12 gauge shot gun executed blowing head one armned known felon gotten previous murder charge could find young girl ol white al sharpeton jesse jackson,True,True,True,False,True,False,False,False,False,False,False,False,False
thank stefan,False,False,False,False,False,False,False,False,False,False,False,False,False
told people facebook hold judgment till fact like waiting seeing fact part want believe brown gentle giant lot evidence,False,False,False,False,False,False,False,False,False,False,False,False,False
might well get next round riot police officer cleared wrong,False,False,False,False,False,False,False,False,False,False,False,False,False
longer allegedly michael brown video confirmed family,False,False,False,False,False,False,False,False,False,False,False,False,False
well know truth today yet still hear hand shoot bullshit lie see beyonce still see moniker used reason lie shoot cop outright assassinate,True,True,True,False,True,False,False,False,False,False,False,False,False
love rap section,False,False,False,False,False,False,False,False,False,False,False,False,False
everyone know white people die cop black even though black get arrested double rate white less 1 arrest end shooting less people killed police black courtesy fbi statistic maybe worry black commit much crime yet numbered 5 1 general population oh ten year ago crime rate employment rate black better,False,False,False,False,False,False,False,False,False,False,False,False,False
someone please turn rap song stefan molyneux please,False,False,False,False,False,False,False,False,False,False,False,False,False
guy monster got deserved color matter anyone attack guy gun gon na get shot stupid illegal act tried hurting someone got blasted give cop raise,True,True,True,False,False,False,False,False,False,False,False,False,False
molyneux tête de noeud,False,False,False,False,False,False,False,False,False,False,False,False,False
moly loooooooooooooooooooooooves cop witness also clueless also decade police violence repression area also ignorant effect marijuana,False,False,False,False,False,False,False,False,False,False,False,False,False
people disliked video problem man said nothing wrong change happen change good thing still numbered,False,False,False,False,False,False,False,False,False,False,False,False,False
state cop cop shooting state problem right like steffan agree nonsense,False,False,False,False,False,False,False,False,False,False,False,False,False
racist piece shit reach anything justify murder extremely shameful slant fact order justify racist biased view,True,True,True,False,False,True,False,False,False,False,False,False,False
dear stephen molyneux 40 minute bit long 100 right respond fact btw voted thumb number 5729 even blink tried thumb must say thing happened fair thank homework hard work obviously spent lot time present case u nice obviously care much country best,False,False,False,False,False,False,False,False,False,False,False,False,False
please video u get enough new information thx time great work always,False,False,False,False,False,False,False,False,False,False,False,False,False
people country going learn police enemy medium one lighting called fire stirring pot,False,False,False,False,False,False,False,False,False,False,False,False,False
always molyneux excellent video,False,False,False,False,False,False,False,False,False,False,False,False,False
stop advertising swisher sweet lol ur racist point blank,True,True,True,False,False,False,False,False,False,False,False,False,False
man intelligence average black man ca comprehend like dog trying figure man make house,True,True,False,False,False,False,True,True,False,False,False,False,False
loved trayvon martin video love one wish could deliver cable news maybe people would get truth,False,False,False,False,False,False,False,False,False,False,False,False,False
robbery video leaf one question answer put clerk counter entered store money watch carefully hand entered plus pulled something pocket money put counter surveillance audio ability conversation clerk window well saying video posted longer depth clerk exchange window know said know money sufficient item etc,False,False,False,False,False,False,False,False,False,False,False,False,False
hope next video entitled truth ferguson police department ferguson riot thanks usual quality research two issue match gasoline riot control otherwise peaceful protestors homeowner refusing go inside member press clear symptom something normal small town police sanford police similar protest incuding looting resisted escalation,False,False,False,False,False,False,False,False,False,False,False,False,False
another fine ferguson officer man really got cream crop town lol http,False,False,False,False,False,False,False,False,False,False,False,False,False
fate another neglected child would interesting know family background always keep mind child emulate social behaviour,False,False,False,False,False,False,False,False,False,False,False,False,False
good commentary perceptive fair,False,False,False,False,False,False,False,False,False,False,False,False,False
whether right wrong michael brown case nothing left wing policy please stop conflating issue,False,False,False,False,False,False,False,False,False,False,False,False,False
robbing store big man play fire get burnt police job,False,False,False,False,False,False,False,False,False,False,False,False,False
link poor little tryvon martin little mr brown yeah thug tired beat white person ground got shot effords end story,True,True,False,False,False,False,True,True,False,False,False,False,False
fascinating hear actual fact especially compared twisted nonsense coming main medium outlet,False,False,False,False,False,False,False,False,False,False,False,False,False
michale brown got asking black protestors racist white happening,True,True,True,False,True,False,True,True,False,False,False,False,False
white guy really concerned plight black community doubt spend time hanging around black guy community see world reacts react world time either secondly think anyone even hoped drug charge feeling gunshot first fleeing shooter kind fantasy live must think black shit anything survival mechanism world would police officer right thing give u comfort life want believe cop story another story cop get start cop harassment type antic cop kid give 18 year old fat fuck think whip everybody as sas hit kid door dumb as kid instead passing getting officer fired paid dollar injury push door back officer grab neck scuffle incurs kid fire punch grill black guy hit pretty hard see boxing cop see red open fire kid run 15 foot far as get body reminds fat as sprinter maybe shot starting set want negotiate cop executes lawful maybe story make sense,True,True,True,False,True,True,False,False,False,False,False,False,False
think chief problem molyneux great ideal solid worthwhile goal hope share society ca seem embrace ethical human being frustrates nothing approach morality believe worth listening political strategist requires recognizing human psychology constructing systemic guide help incentivize positive culture good philosophy crappy political theory,False,False,False,False,False,False,False,False,False,False,False,False,False
sad looked like nice young man,False,False,False,False,False,False,False,False,False,False,False,False,False
believe photo gentle giant accomplice giving gang sign even brown raise hand surrender maybe realized blown could get trouble officer wilson adrenaline running high reacted officer hesitate lose life lord know thing thug go college look angelic professional athlete keep getting arrested crap fed disgusted,True,True,False,False,False,False,True,True,False,False,False,False,False
ca tell racist cop dumb guy messing cop hate make michael brown seem like holy man make right kill confusing,False,False,False,False,False,False,False,False,False,False,False,False,False
thank molyneux sharing logical rational evaluation occurrence incident,False,False,False,False,False,False,False,False,False,False,False,False,False
apparently stefan never read matter kansa,False,False,False,False,False,False,False,False,False,False,False,False,False
jerk made story skittle arizona ice tea component lean actual promethazine pharmaceutical drug easy get street level guy quake antebellum period dreamer negro live beneath need realize really much better statistic would say white well fair white committ violent crime anyone pls come white savior,False,False,False,False,False,False,False,False,False,False,False,False,False
thank stefan well put,False,False,False,False,False,False,False,False,False,False,False,False,False
da fuck gay as bald white frenchy nigga gon na set hisself dang judge whole criminal conspiracy micheal brown mothafuckin hand air son u smart u know nigga hand mothafuckin air sign showin innocent tha crime sorry cussin shit internationally recognized indication innocence part perpetrator nigga medium plain old fashioned example murder first degree part officer darren wilson takin life nigga college student nigga kent state protestin get ass shot historic event michael brown shot dead street takin part ferguson protest medium mothafuckas try explain away,True,True,True,False,False,True,False,False,False,False,False,False,False
interview constitution worker caught tape saying u shot hand,False,False,False,False,False,False,False,False,False,False,False,False,False
going pay store owner cigar big gigantic mike stole,False,False,False,False,False,False,False,False,False,False,False,False,False
ireland v england riot 1995 hq,False,False,False,False,False,False,False,False,False,False,False,False,False
thank right people going vote 100 democrat race baiting rallying,False,False,False,False,False,False,False,False,False,False,False,False,False
wow common sense 20014 refreshing great job stefan molyneux,False,False,False,False,False,False,False,False,False,False,False,False,False
focus roll blunt mj cause happens much like non criminal type criminal type also smoke pot pot absolutely nothing fact walking driving important bring pot relative intel yes criminal tendency smoke pot criminal also tend smoke cigarette drink,False,False,False,False,False,False,False,False,False,False,False,False,False
